Order ID,Order Date,Outlet ID,Outlet Type,Outlet Size,Outlet Location,Establishment Year,Product ID,Item Type,Item Fat Content,Units,Sales,Rating,Item Visibility
ORD100202,17-03-2022,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU5086,Snacks,Low Fat,1,2.53,3.9,0.027
ORD100203,27-07-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU3693,Produce,Low Fat,1,1.67,3.7,0.126
ORD100204,23-10-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU1901,Snacks,Low Fat,1,3.29,4.1,0.077
ORD100205,26-05-2022,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU6618,Household,Low Fat,1,4.03,3.5,0.065
ORD100206,21-05-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU2191,Beverages,Regular,2,4.92,4.5,0.137
ORD100207,09-06-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU8675,Dairy,Regular,2,4.45,3.6,0.112
ORD100208,01-03-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU2605,Produce,Low Fat,1,1.89,3.8,0.111
ORD100209,13-08-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5327,Frozen,Regular,3,14.17,4.1,0.057
ORD100210,22-06-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU5994,Dairy,Low Fat,1,2,3.9,0.087
ORD100211,06-04-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU1463,Meat,Regular,3,21.95,3.4,0.068
ORD100212,21-11-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU7414,Beverages,Low Fat,3,8.35,3.5,0.109
ORD100213,18-12-2022,OUT010,Grocery Store,Small,Tier 1,2019,SKU5435,Bakery,Regular,1,3.68,3.7,0.097
ORD100214,26-09-2023,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU7852,Produce,Regular,3,6.12,3.5,0.026
ORD100215,06-06-2022,OUT020,Convenience Store,Medium,Tier 3,2013,SKU8867,Household,Low Fat,10,50.81,4.6,0.067
ORD100216,17-08-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU6187,Household,Low Fat,9,38.42,4.7,0.1
ORD100217,19-04-2024,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU3159,Meat,Regular,2,14.67,4.5,0.094
ORD100218,23-07-2023,OUT014,Grocery Store,Large,Tier 3,2018,SKU3895,Beverages,Regular,1,2.5,4.6,0.082
ORD100219,24-03-2024,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU4129,Beverages,Low Fat,1,2.59,3.4,0.026
ORD100220,06-04-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU3460,Produce,Regular,1,2.08,4.4,0.043
ORD100221,30-10-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU8366,Beverages,Low Fat,1,2.08,3.8,0.041
ORD100222,12-09-2024,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU4720,Snacks,Low Fat,1,3.08,3.5,0.129
ORD100223,26-11-2023,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU8246,Beverages,Low Fat,1,2.73,4.2,0.071
ORD100224,22-06-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU8011,Meat,Low Fat,5,48.36,4.4,0.093
ORD100225,15-07-2023,OUT020,Convenience Store,Medium,Tier 3,2013,SKU3506,Meat,Regular,1,8.46,3.7,0.108
ORD100226,20-02-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU8489,Produce,Regular,3,4.45,3.6,0.081
ORD100227,05-10-2022,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU2032,Household,Low Fat,2,11.1,3.7,0.062
ORD100228,07-06-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU1882,Household,Low Fat,1,5.77,4.5,0.086
ORD100229,01-11-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU6127,Personal Care,Regular,2,9.07,4.1,0.01
ORD100230,07-09-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU9084,Frozen,Low Fat,1,4.77,4.3,0.01
ORD100231,04-04-2024,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU3623,Beverages,Regular,1,2.26,3.9,0.055
ORD100232,11-03-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU6720,Dairy,Low Fat,1,1.78,5,0.129
ORD100233,12-04-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU6092,Meat,Low Fat,1,7.86,3.8,0.108
ORD100234,11-09-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU7154,Snacks,Low Fat,2,4.54,3.8,0.115
ORD100235,27-09-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU9388,Personal Care,Regular,7,27.19,3.9,0.04
ORD100236,24-07-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU9412,Dairy,Regular,1,1.71,3.5,0.116
ORD100237,27-07-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU5951,Bakery,Regular,1,3.24,4.8,0.11
ORD100238,09-03-2023,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU8706,Household,Regular,1,3.23,3.7,0.057
ORD100239,09-12-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU1579,Snacks,Low Fat,1,2.98,3,0.065
ORD100240,29-01-2023,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU4555,Beverages,Regular,1,2.59,3.6,0.122
ORD100241,05-04-2022,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU2407,Dairy,Low Fat,2,4.2,4.6,0.09
ORD100242,06-07-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU1848,Canned Foods,Regular,1,2.57,4.2,0.139
ORD100243,25-11-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU1203,Personal Care,Low Fat,3,14.24,4,0.076
ORD100244,16-12-2024,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU2099,Dairy,Low Fat,2,4.35,3.6,0.063
ORD100245,13-04-2022,OUT009,Grocery Store,Medium,Tier 1,2018,SKU8367,Household,Regular,6,28.15,4.4,0.071
ORD100246,13-02-2023,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU7523,Snacks,Low Fat,7,16.84,2.9,0.089
ORD100247,14-11-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU1508,Meat,Regular,1,8.06,4.6,0.034
ORD100248,24-10-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU9501,Beverages,Low Fat,1,2.32,3.2,0.087
ORD100249,19-09-2022,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU9418,Personal Care,Regular,3,11.33,4.1,0.052
ORD100250,27-08-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU5934,Beverages,Low Fat,1,2.33,4.1,0.138
ORD100251,30-01-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU8645,Personal Care,Regular,1,2.84,3.5,0.053
ORD100252,23-03-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU7636,Dairy,Regular,1,1.82,3.8,0.059
ORD100253,08-01-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU5161,Dairy,Regular,1,1.57,4.2,0.112
ORD100254,03-09-2023,OUT009,Grocery Store,Medium,Tier 1,2018,SKU1501,Produce,Regular,5,10.96,3.9,0.097
ORD100255,12-09-2022,OUT010,Grocery Store,Small,Tier 1,2019,SKU6336,Snacks,Low Fat,4,13.31,4.2,0.033
ORD100256,17-06-2023,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU4815,Meat,Regular,1,6.81,4,0.027
ORD100257,14-09-2024,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU9828,Dairy,Regular,1,2.1,4.5,0.097
ORD100258,08-02-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU6577,Beverages,Low Fat,2,5.66,4,0.092
ORD100259,30-06-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU4787,Snacks,Low Fat,1,2.57,4.3,0.088
ORD100260,03-10-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU2132,Bakery,Regular,1,4.21,3.4,0.139
ORD100261,08-02-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU8396,Household,Low Fat,3,15.93,3.7,0.01
ORD100262,01-11-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU8281,Beverages,Regular,2,5.65,3.5,0.078
ORD100263,21-12-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU4876,Meat,Regular,1,7.64,4.3,0.119
ORD100264,11-07-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU6419,Snacks,Low Fat,1,3.18,3.5,0.106
ORD100265,27-02-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU1810,Bakery,Regular,1,3.86,3.5,0.105
ORD100266,20-10-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU7862,Bakery,Regular,1,3.67,4.1,0.051
ORD100267,13-11-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU6738,Beverages,Regular,1,3.25,3.3,0.078
ORD100268,05-07-2023,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU4257,Snacks,Regular,4,12.66,3.9,0.146
ORD100269,01-08-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU3178,Snacks,Low Fat,1,3.25,4.3,0.031
ORD100270,07-09-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU1028,Personal Care,Low Fat,1,3.61,3.2,0.042
ORD100271,15-06-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU4071,Meat,Regular,1,6.5,4.1,0.063
ORD100272,21-05-2023,OUT004,Convenience Store,Small,Tier 3,2005,SKU7566,Meat,Regular,2,16.09,3.9,0.086
ORD100273,23-11-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU7475,Meat,Low Fat,2,17.24,3.2,0.097
ORD100274,07-08-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU8135,Beverages,Regular,3,8.24,3.4,0.103
ORD100275,26-05-2022,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU6906,Frozen,Low Fat,3,15.39,4.5,0.063
ORD100276,11-03-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU1858,Household,Regular,3,14.55,3.4,0.1
ORD100277,16-01-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7085,Snacks,Regular,1,2.54,4.1,0.082
ORD100278,31-07-2024,OUT009,Grocery Store,Medium,Tier 1,2018,SKU4949,Beverages,Low Fat,1,2.88,4.6,0.069
ORD100279,16-05-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU9405,Beverages,Regular,5,12.77,4.6,0.096
ORD100280,03-05-2022,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU6330,Household,Regular,2,11.22,4,0.038
ORD100281,23-10-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU3269,Snacks,Low Fat,7,20.25,3.7,0.109
ORD100282,29-04-2024,OUT009,Grocery Store,Medium,Tier 1,2018,SKU8637,Canned Foods,Regular,1,1.76,3.9,0.1
ORD100283,05-11-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU6609,Snacks,Regular,3,10.41,4.7,0.024
ORD100284,14-04-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5911,Bakery,Low Fat,1,4,4.1,0.051
ORD100285,20-11-2022,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU5808,Dairy,Regular,2,3.28,4.6,0.075
ORD100286,13-12-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7519,Bakery,Low Fat,2,8.06,3.4,0.052
ORD100287,28-10-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU2824,Produce,Regular,5,12.17,4.3,0.129
ORD100288,17-02-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU2469,Meat,Low Fat,1,6.04,4,0.059
ORD100289,18-06-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU5335,Household,Regular,1,5.39,3.5,0.06
ORD100290,19-10-2023,OUT020,Convenience Store,Medium,Tier 3,2013,SKU2764,Produce,Low Fat,6,12.42,4.5,0.066
ORD100291,18-04-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU2159,Personal Care,Regular,1,4.02,4.2,0.105
ORD100292,20-01-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU1223,Household,Low Fat,1,5.7,3.1,0.089
ORD100293,06-04-2022,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU7833,Produce,Low Fat,15,27.72,3.4,0.139
ORD100294,23-11-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5607,Dairy,Regular,1,1.77,4,0.111
ORD100295,04-05-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU6319,Snacks,Low Fat,1,3.23,4.6,0.079
ORD100296,31-01-2023,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU1889,Beverages,Low Fat,3,7.6,3.9,0.095
ORD100297,18-08-2023,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU8756,Snacks,Low Fat,4,8.87,4.5,0.107
ORD100298,17-08-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU7941,Meat,Regular,1,8.14,3.6,0.045
ORD100299,26-04-2023,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU2877,Bakery,Regular,1,3.5,4.7,0.05
ORD100300,24-08-2023,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6781,Frozen,Regular,1,5.43,4,0.097
ORD100301,21-01-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU2353,Frozen,Low Fat,1,5.47,4.4,0.082
ORD100302,23-01-2022,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU3763,Meat,Regular,1,9.5,3.6,0.119
ORD100303,10-11-2022,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU9791,Snacks,Low Fat,1,2.89,4.3,0.157
ORD100304,29-08-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU6389,Dairy,Low Fat,4,10.33,4.6,0.112
ORD100305,26-02-2023,OUT020,Convenience Store,Medium,Tier 3,2013,SKU7121,Household,Regular,1,5.05,4.5,0.098
ORD100306,26-01-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU1556,Produce,Regular,1,2.23,3.5,0.089
ORD100307,24-12-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU7843,Personal Care,Low Fat,1,4.15,3.9,0.096
ORD100308,06-10-2023,OUT011,Grocery Store,Medium,Tier 3,2007,SKU1440,Household,Regular,2,10.07,3.5,0.044
ORD100309,13-09-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU8727,Dairy,Low Fat,1,2.1,4.6,0.093
ORD100310,01-10-2023,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU9974,Dairy,Low Fat,1,1.99,4.1,0.082
ORD100311,18-09-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU4203,Snacks,Regular,1,2.58,4.1,0.1
ORD100312,12-03-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU6285,Dairy,Low Fat,1,1.6,2.9,0.059
ORD100313,25-05-2022,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7668,Dairy,Low Fat,1,2.05,3.6,0.066
ORD100314,12-11-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU3317,Beverages,Regular,1,2.13,3.8,0.01
ORD100315,20-01-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU9190,Dairy,Low Fat,1,2.23,4.4,0.061
ORD100316,05-07-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU7651,Personal Care,Regular,1,3.94,3.8,0.12
ORD100317,16-04-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU2469,Canned Foods,Regular,1,2.88,3.9,0.129
ORD100318,23-10-2024,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU3877,Personal Care,Low Fat,1,5.12,4.5,0.066
ORD100319,11-09-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU6221,Dairy,Regular,1,2.23,3.9,0.106
ORD100320,10-01-2022,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU7265,Snacks,Regular,1,3.7,4.4,0.073
ORD100321,10-12-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU8819,Bakery,Regular,4,14.72,3.8,0.099
ORD100322,31-10-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU2409,Canned Foods,Low Fat,1,2.51,4.3,0.113
ORD100323,13-03-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU2695,Dairy,Low Fat,1,2.21,3.1,0.069
ORD100324,23-08-2023,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU4406,Meat,Regular,1,7.74,4.5,0.093
ORD100325,11-04-2022,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU6105,Frozen,Regular,5,30.99,3.8,0.027
ORD100326,25-12-2022,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU1773,Produce,Low Fat,1,1.93,3.8,0.044
ORD100327,27-04-2023,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU6829,Personal Care,Regular,2,8.87,4.2,0.072
ORD100328,10-12-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU9903,Snacks,Regular,1,3.58,2.2,0.094
ORD100329,19-03-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU3258,Bakery,Low Fat,1,3.25,3.9,0.123
ORD100330,23-10-2022,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU8939,Canned Foods,Low Fat,1,2.79,3,0.098
ORD100331,17-06-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU5490,Canned Foods,Low Fat,1,2.37,3.7,0.082
ORD100332,28-08-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU3335,Dairy,Low Fat,2,3.97,3.8,0.069
ORD100333,14-09-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU5997,Household,Regular,1,5.54,3.4,0.079
ORD100334,18-02-2022,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU2193,Snacks,Regular,1,2.56,3.3,0.083
ORD100335,14-12-2023,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU5568,Dairy,Regular,1,1.9,3.9,0.098
ORD100336,18-01-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU8833,Snacks,Regular,1,3.17,4.3,0.137
ORD100337,11-11-2023,OUT014,Grocery Store,Large,Tier 3,2018,SKU7709,Beverages,Regular,1,1.68,4,0.088
ORD100338,05-02-2024,OUT004,Convenience Store,Small,Tier 3,2005,SKU7005,Produce,Low Fat,1,2.12,5,0.017
ORD100339,23-07-2024,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU2074,Snacks,Low Fat,1,2.98,4.9,0.086
ORD100340,28-09-2024,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU3464,Household,Low Fat,1,5.37,4.9,0.104
ORD100341,01-08-2022,OUT010,Grocery Store,Small,Tier 1,2019,SKU5428,Canned Foods,Regular,4,8.1,4.2,0.09
ORD100342,07-03-2024,OUT011,Grocery Store,Medium,Tier 3,2007,SKU1598,Bakery,Low Fat,2,7.55,3.8,0.093
ORD100343,08-11-2022,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU7655,Bakery,Regular,1,3.92,4.1,0.053
ORD100344,01-12-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU1897,Produce,Regular,1,2,3.2,0.095
ORD100345,13-04-2023,OUT012,Convenience Store,Small,Tier 2,2006,SKU6969,Meat,Regular,1,9,3.8,0.142
ORD100346,08-05-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU1544,Meat,Regular,2,19.97,4.3,0.087
ORD100347,23-10-2023,OUT014,Grocery Store,Large,Tier 3,2018,SKU2461,Beverages,Low Fat,1,2.68,4.5,0.043
ORD100348,03-06-2024,OUT010,Grocery Store,Small,Tier 1,2019,SKU8743,Beverages,Low Fat,6,16.29,3.5,0.088
ORD100349,28-01-2023,OUT020,Convenience Store,Medium,Tier 3,2013,SKU3520,Produce,Low Fat,7,13.06,3.9,0.067
ORD100350,21-08-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU7184,Household,Low Fat,2,10.16,3.8,0.08
ORD100351,30-03-2022,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6607,Dairy,Regular,5,12.3,5,0.098
ORD100352,26-06-2023,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU9911,Personal Care,Low Fat,1,4.44,4.6,0.067
ORD100353,18-11-2023,OUT020,Convenience Store,Medium,Tier 3,2013,SKU4367,Bakery,Low Fat,1,3.43,4.4,0.084
ORD100354,26-11-2023,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU2079,Produce,Regular,2,3.79,3.1,0.045
ORD100355,20-03-2024,OUT014,Grocery Store,Large,Tier 3,2018,SKU2654,Beverages,Regular,5,13.17,4.7,0.084
ORD100356,30-10-2022,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU6782,Dairy,Regular,1,2.4,5,0.069
ORD100357,09-01-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU5080,Snacks,Low Fat,1,2.36,2.6,0.041
ORD100358,18-12-2024,OUT012,Convenience Store,Small,Tier 2,2006,SKU9216,Bakery,Regular,1,3.6,3.9,0.081
ORD100359,11-01-2024,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU4131,Produce,Regular,1,1.84,2.6,0.076
ORD100360,24-04-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU6008,Meat,Low Fat,1,10.47,4.3,0.127
ORD100361,15-06-2022,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU2995,Meat,Low Fat,1,6.55,4.1,0.109
ORD100362,24-02-2022,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU7572,Bakery,Low Fat,1,4.43,3.5,0.054
ORD100363,10-12-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU1444,Dairy,Regular,1,2.17,2.9,0.068
ORD100364,01-07-2024,OUT001,Supermarket Type 2,Large,Tier 2,2011,SKU2883,Produce,Regular,16,35.82,3.6,0.034
ORD100365,13-05-2022,OUT014,Grocery Store,Large,Tier 3,2018,SKU2417,Dairy,Regular,1,2.17,3.8,0.105
ORD100366,07-07-2023,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU5087,Meat,Low Fat,1,9.56,3.7,0.106
ORD100367,20-05-2023,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5511,Snacks,Regular,3,7.54,3.3,0.066
ORD100368,18-05-2024,OUT015,Grocery Store,Small,Tier 2,2012,SKU1761,Bakery,Low Fat,1,3.27,4.9,0.089
ORD100369,09-06-2024,OUT020,Convenience Store,Medium,Tier 3,2013,SKU7071,Meat,Regular,1,7.31,3,0.073
ORD100370,01-02-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5027,Dairy,Regular,1,2.09,3.7,0.092
ORD100371,15-03-2022,OUT015,Grocery Store,Small,Tier 2,2012,SKU1331,Snacks,Regular,1,3.06,3.4,0.093
ORD100372,13-04-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU5419,Produce,Low Fat,1,2.22,3.6,0.091
ORD100373,20-10-2024,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU7065,Dairy,Regular,3,6.07,3.7,0.095
ORD100374,05-08-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU8953,Personal Care,Low Fat,1,4.44,3.4,0.069
ORD100375,06-09-2022,OUT004,Convenience Store,Small,Tier 3,2005,SKU7044,Household,Low Fat,2,9.56,4.9,0.1
ORD100376,18-01-2022,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU3770,Frozen,Low Fat,1,6.93,3.5,0.073
ORD100377,01-07-2023,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU8236,Produce,Regular,1,2.09,4.6,0.042
ORD100378,20-07-2023,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU6492,Dairy,Regular,1,2.17,3.7,0.119
ORD100379,18-11-2024,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU9953,Bakery,Regular,2,5.34,3.9,0.108
ORD100380,07-11-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU8887,Meat,Low Fat,1,4.09,4.6,0.033
ORD100381,07-11-2022,OUT010,Grocery Store,Small,Tier 1,2019,SKU5796,Produce,Regular,1,2.47,4,0.101
ORD100382,26-02-2022,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU3962,Produce,Low Fat,1,1.8,4,0.091
ORD100383,05-08-2024,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU2265,Household,Regular,1,4.69,3.7,0.062
ORD100384,31-12-2024,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU8843,Beverages,Regular,1,2.92,3.9,0.08
ORD100385,16-01-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU3815,Canned Foods,Regular,1,2.73,3.7,0.122
ORD100386,31-08-2023,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU4389,Produce,Low Fat,2,4.04,3.7,0.097
ORD100387,25-06-2022,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU5310,Dairy,Regular,2,3.08,4.1,0.128
ORD100388,02-09-2022,OUT011,Grocery Store,Medium,Tier 3,2007,SKU1023,Beverages,Low Fat,5,14.26,4.4,0.081
ORD100389,07-01-2023,OUT013,Supermarket Type 2,Small,Tier 2,2022,SKU5341,Canned Foods,Low Fat,1,2.16,4.4,0.085
ORD100390,07-12-2022,OUT008,Supermarket Type 2,Medium,Tier 1,2023,SKU2478,Snacks,Regular,1,2.98,3.8,0.101
ORD100391,17-10-2023,OUT007,Supermarket Type 1,Small,Tier 2,2016,SKU8971,Produce,Low Fat,1,2.32,3.8,0.116
ORD100392,29-12-2022,OUT002,Supermarket Type 2,Small,Tier 2,2008,SKU7057,Produce,Low Fat,1,1.7,3.7,0.078
ORD100393,29-05-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU6430,Personal Care,Regular,4,17.44,4,0.128
ORD100394,24-12-2023,OUT018,Supermarket Type 2,Small,Tier 1,2015,SKU6611,Personal Care,Low Fat,1,3.59,4.1,0.044
ORD100395,22-08-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU6063,Personal Care,Low Fat,2,7.95,3.5,0.101
ORD100396,13-03-2024,OUT006,Supermarket Type 2,Small,Tier 1,2020,SKU3196,Household,Regular,1,3.93,3.8,0.025
ORD100397,19-04-2023,OUT019,Supermarket Type 1,Medium,Tier 2,2009,SKU9401,Produce,Low Fat,3,7.07,3.3,0.08
ORD100398,30-10-2023,OUT010,Grocery Store,Small,Tier 1,2019,SKU2018,Household,Regular,1,4.16,2.8,0.117
ORD100399,26-04-2023,OUT016,Grocery Store,Medium,Tier 2,2017,SKU4928,Canned Foods,Regular,3,5.84,4.6,0.112
ORD100400,13-10-2022,OUT005,Supermarket Type 1,Medium,Tier 1,2021,SKU9916,Beverages,Low Fat,1,2.31,3.6,0.103
ORD100401,20-05-2023,OUT015,Grocery Store,Small,Tier 2,2012,SKU6423,Household,Low Fat,2,8.68,4.1,0.074
ORD100402,10-07-2024,OUT003,Supermarket Type 1,Medium,Tier 1,2016,SKU5327,Snacks,Regular,2,6.99,3.7,0.053
ORD100403,25-03-2024,OUT017,Supermarket Type 1,Large,Tier 1,2011,SKU8399,Household,Regular,1,4.63,4.1,0.046
ORD100404,09-11-2024,OUT016,Grocery Store,Medium,Tier 2,2017,SKU7213,Beverages,Low Fat,1,2.88,3.3,0.049
